0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18
12;existentes/pagos;veiculo novo;1168;"<100
";1<=X<4;4;masculino cas/viu;nao;3.0;27;nenhum;proria;1;nao qualificado;1;0;0;1
27;Atrasos anteriores;abrir negocio;5117;"<100
";4<=X<7;3;masculino solteiro;nao;4.0;26;nenhum;proria;2;qualificado;1;0;0;1
12;existentes/pagos;qualificacao;902;"<100
";4<=X<7;4;masculino cas/viu;nao;4.0;21;nenhum;alugada;1;qualificado;1;0;0;0
12;Critico-outros creditos;veiculo novo;1495;"<100
";>=7;4;masculino solteiro;nao;1.0;38;nenhum;proria;2;nao qualificado;2;0;0;1
30;Critico-outros creditos;veiculo usado;10623;"<100
";>=7;3;masculino solteiro;nao;4.0;38;nenhum;de graca;3;altamente qualificado/empresario;2;1;0;1
12;Critico-outros creditos;moveis;1935;"<100
";>=7;4;masculino solteiro;nao;4.0;43;nenhum;proria;3;qualificado;1;1;0;1
12;Critico-outros creditos;quitar divida;1424;"<100
";4<=X<7;4;masculino solteiro;nao;3.0;26;nenhum;proria;1;qualificado;1;0;0;1
24;existentes/pagos;abrir negocio;6568;"<100
";1<=X<4;2;masculino cas/viu;nao;2.0;21;loja;proria;1;nao qualificado;1;0;0;1
12;existentes/pagos;veiculo usado;1413;>=1000;4<=X<7;3;masculino solteiro;nao;2.0;55;nenhum;proria;1;qualificado;1;0;1;1
9;Critico-outros creditos;reforma;3074;"Desconhecido
";1<=X<4;1;masculino solteiro;nao;2.0;33;nenhum;proria;2;qualificado;2;0;0;1
36;existentes/pagos;reforma;3835;"Desconhecido
";>=7;2;feminino div/dep/cas;nao;4.0;45;nenhum;proria;1;nao qualificado;1;1;0;1
27;sem creditos/todos pagos;abrir negocio;5293;"<100
";Desempregado;2;masculino solteiro;nao;4.0;50;loja;proria;2;qualificado;1;1;0;0
30;Atrasos anteriores;abrir negocio;1908;"<100
";>=7;4;masculino solteiro;nao;4.0;66;nenhum;proria;1;altamente qualificado/empresario;1;1;0;0
36;Critico-outros creditos;reforma;3342;"Desconhecido
";>=7;4;masculino solteiro;nao;2.0;51;nenhum;proria;1;qualificado;1;1;0;1
6;Critico-outros creditos;qualificacao;932;"Desconhecido
";4<=X<7;1;feminino div/dep/cas;nao;3.0;39;nenhum;proria;2;nao qualificado;1;0;0;1
18;sem creditos/todos pagos;abrir negocio;3104;"<100
";4<=X<7;3;masculino solteiro;nao;1.0;31;banco;proria;1;qualificado;1;1;0;1
36;existentes/pagos;reforma;3913;"<100
";1<=X<4;2;masculino solteiro;nao;2.0;23;nenhum;proria;1;qualificado;1;1;0;1
24;existentes/pagos;moveis;3021;"<100
";1<=X<4;2;maculino div/dep;nao;2.0;24;nenhum;alugada;1;nao qualificado;1;0;0;1
10;existentes/pagos;veiculo novo;1364;"<100
";1<=X<4;2;feminino div/dep/cas;nao;4.0;64;nenhum;proria;1;qualificado;1;1;0;1
12;existentes/pagos;reforma;625;"<100
";<1;4;masculino cas/viu;sim;1.0;26;banco;proria;1;nao qualificado;1;0;0;1
12;existentes/pagos;educacao;1200;"Desconhecido
";1<=X<4;4;feminino div/dep/cas;nao;4.0;23;banco;alugada;1;qualificado;1;1;0;1
12;existentes/pagos;reforma;707;"<100
";1<=X<4;4;masculino solteiro;nao;2.0;30;banco;proria;2;qualificado;1;0;0;1
24;Atrasos anteriores;abrir negocio;2978;"Desconhecido
";1<=X<4;4;masculino solteiro;nao;4.0;32;nenhum;proria;2;qualificado;2;1;0;1
15;existentes/pagos;veiculo usado;4657;"<100
";1<=X<4;3;masculino solteiro;nao;2.0;30;nenhum;proria;1;qualificado;1;1;0;1
36;sem creditos/todos pagos;reforma casa;2613;"<100
";1<=X<4;4;masculino solteiro;nao;2.0;27;nenhum;proria;2;qualificado;1;0;0;1
48;existentes/pagos;reforma;10961;>=1000;4<=X<7;1;masculino solteiro;co requerente;2.0;27;banco;proria;2;qualificado;1;1;0;0
12;existentes/pagos;moveis;7865;"<100
";>=7;4;masculino solteiro;nao;4.0;53;nenhum;de graca;1;altamente qualificado/empresario;1;1;0;0
9;existentes/pagos;reforma;1478;"<100
";4<=X<7;4;masculino solteiro;nao;2.0;22;nenhum;proria;1;qualificado;1;0;0;0
24;existentes/pagos;moveis;3149;"<100
";<1;4;masculino solteiro;nao;1.0;22;banco;de graca;1;qualificado;1;0;0;1
36;existentes/pagos;reforma;4210;"<100
";1<=X<4;4;masculino solteiro;nao;2.0;26;nenhum;proria;1;qualificado;1;0;0;0
9;existentes/pagos;veiculo novo;2507;500<=X<1000;>=7;2;masculino solteiro;nao;4.0;51;nenhum;de graca;1;nao qualificado;1;0;0;1
4;Critico-outros creditos;reforma;1544;"<100
";4<=X<7;2;masculino solteiro;nao;1.0;42;nenhum;proria;3;nao qualificado;2;0;0;1
24;existentes/pagos;reforma;1823;"<100
";Desempregado;4;masculino solteiro;nao;2.0;30;loja;proria;1;altamente qualificado/empresario;2;0;0;0
6;existentes/pagos;veiculo novo;14555;"Desconhecido
";Desempregado;1;masculino solteiro;nao;2.0;23;nenhum;proria;1;desempregado;1;1;0;0
21;existentes/pagos;abrir negocio;2767;100<=X<500;>=7;4;maculino div/dep;nao;2.0;61;banco;alugada;2;nao qualificado;1;0;0;0
12;Critico-outros creditos;reforma;1291;"<100
";1<=X<4;4;feminino div/dep/cas;nao;2.0;35;nenhum;proria;2;qualificado;1;0;0;1
30;existentes/pagos;reforma;2522;"<100
";>=7;1;masculino solteiro;sim;3.0;39;nenhum;proria;1;qualificado;2;0;0;1
24;existentes/pagos;veiculo novo;915;"Desconhecido
";>=7;4;feminino div/dep/cas;nao;2.0;29;banco;proria;1;qualificado;1;0;0;0
6;existentes/pagos;reforma;1595;"<100
";4<=X<7;3;masculino solteiro;nao;2.0;51;nenhum;proria;1;qualificado;2;0;0;1
48;sem creditos/todos pagos;veiculo usado;4605;"<100
";>=7;3;masculino solteiro;nao;4.0;24;nenhum;de graca;2;qualificado;2;0;0;0
12;Critico-outros creditos;abrir negocio;1185;"<100
";1<=X<4;3;feminino div/dep/cas;nao;2.0;27;nenhum;proria;2;qualificado;1;0;0;1
12;todos pagos;qualificacao;3447;500<=X<1000;1<=X<4;4;feminino div/dep/cas;nao;3.0;35;nenhum;proria;1;nao qualificado;2;0;0;1
24;existentes/pagos;abrir negocio;1258;"<100
";4<=X<7;4;masculino solteiro;nao;1.0;25;nenhum;proria;1;qualificado;1;1;0;1
12;Critico-outros creditos;reforma;717;"<100
";>=7;4;masculino solteiro;nao;4.0;52;nenhum;proria;3;qualificado;1;0;0;1
6;sem creditos/todos pagos;veiculo novo;1204;100<=X<500;1<=X<4;4;masculino solteiro;nao;1.0;35;banco;alugada;1;qualificado;1;0;1;1
24;existentes/pagos;moveis;1925;"<100
";1<=X<4;2;masculino solteiro;nao;2.0;26;nenhum;proria;1;qualificado;1;0;0;1
18;existentes/pagos;reforma;433;"<100
";Desempregado;3;feminino div/dep/cas;co requerente;4.0;22;nenhum;alugada;1;qualificado;1;0;0;0
6;Critico-outros creditos;veiculo novo;666;>=1000;4<=X<7;3;feminino div/dep/cas;nao;4.0;39;nenhum;proria;2;nao qualificado;1;1;0;1
12;existentes/pagos;moveis;2251;"<100
";1<=X<4;1;feminino div/dep/cas;nao;2.0;46;nenhum;proria;1;nao qualificado;1;0;0;1
30;existentes/pagos;veiculo novo;2150;"<100
";1<=X<4;4;feminino div/dep/cas;sim;2.0;24;banco;proria;1;qualificado;1;0;0;0
24;Atrasos anteriores;moveis;4151;100<=X<500;1<=X<4;2;masculino solteiro;nao;3.0;35;nenhum;proria;2;qualificado;1;0;0;1
9;existentes/pagos;moveis;2030;"Desconhecido
";4<=X<7;2;masculino solteiro;nao;1.0;24;nenhum;proria;1;qualificado;1;1;0;1
60;Atrasos anteriores;reforma;7418;"Desconhecido
";1<=X<4;1;masculino solteiro;nao;1.0;27;nenhum;proria;1;nao qualificado;1;0;0;1
24;Critico-outros creditos;reforma;2684;"<100
";1<=X<4;4;masculino solteiro;nao;2.0;35;nenhum;proria;2;nao qualificado;1;0;0;1
12;todos pagos;reforma;2149;"<100
";1<=X<4;4;maculino div/dep;nao;1.0;29;nenhum;de graca;1;qualificado;1;0;0;0
15;existentes/pagos;veiculo usado;3812;100<=X<500;<1;1;feminino div/dep/cas;nao;4.0;23;nenhum;proria;1;qualificado;1;1;0;1
11;Critico-outros creditos;reforma;1154;100<=X<500;Desempregado;4;feminino div/dep/cas;nao;4.0;57;nenhum;proria;3;nao qualificado;1;0;0;1
12;existentes/pagos;moveis;1657;"<100
";1<=X<4;2;masculino solteiro;nao;2.0;27;nenhum;proria;1;qualificado;1;0;0;1
24;existentes/pagos;reforma;1603;"<100
";>=7;4;feminino div/dep/cas;nao;4.0;55;nenhum;proria;1;qualificado;1;0;0;1
18;Critico-outros creditos;veiculo novo;5302;"<100
";>=7;2;masculino solteiro;nao;4.0;36;nenhum;de graca;3;altamente qualificado/empresario;1;1;0;1
12;Critico-outros creditos;educacao;2748;"<100
";>=7;2;feminino div/dep/cas;nao;4.0;57;banco;de graca;3;nao qualificado;1;0;0;1
10;Critico-outros creditos;veiculo novo;1231;"<100
";>=7;3;masculino solteiro;nao;4.0;32;nenhum;proria;2;nao qualificado;2;0;1;1
15;existentes/pagos;reforma;802;"<100
";>=7;4;masculino solteiro;nao;3.0;37;nenhum;proria;1;qualificado;2;0;0;0
36;Critico-outros creditos;abrir negocio;6304;"Desconhecido
";>=7;4;masculino solteiro;nao;4.0;36;nenhum;proria;2;qualificado;1;0;0;1
24;existentes/pagos;reforma;1533;"<100
";<1;4;feminino div/dep/cas;nao;3.0;38;loja;proria;1;qualificado;1;1;0;1
14;existentes/pagos;veiculo novo;8978;"<100
";>=7;1;maculino div/dep;nao;4.0;45;nenhum;proria;1;altamente qualificado/empresario;1;1;1;0
18;existentes/pagos;veiculo novo;2662;"Desconhecido
";4<=X<7;4;masculino solteiro;nao;3.0;32;nenhum;proria;1;qualificado;1;0;1;1
12;Critico-outros creditos;moveis;1402;500<=X<1000;4<=X<7;3;feminino div/dep/cas;nao;4.0;37;nenhum;alugada;1;qualificado;1;1;0;1
48;todos pagos;veiculo novo;12169;"Desconhecido
";Desempregado;4;masculino solteiro;co requerente;4.0;36;nenhum;de graca;1;altamente qualificado/empresario;1;1;0;1
48;existentes/pagos;reforma;3060;"<100
";4<=X<7;4;masculino solteiro;nao;4.0;28;nenhum;proria;2;qualificado;1;0;0;0
30;existentes/pagos;reforma casa;11998;"<100
";<1;1;maculino div/dep;nao;1.0;34;nenhum;proria;1;nao qualificado;1;1;0;0
9;existentes/pagos;reforma;2697;"<100
";1<=X<4;1;masculino solteiro;nao;2.0;32;nenhum;proria;1;qualificado;2;0;0;1
18;Critico-outros creditos;reforma;2404;"<100
";1<=X<4;2;feminino div/dep/cas;nao;2.0;26;nenhum;proria;2;qualificado;1;0;0;1
12;existentes/pagos;moveis;1262;"Desconhecido
";>=7;2;maculino div/dep;nao;4.0;49;nenhum;proria;1;nao qualificado;1;1;0;1
6;existentes/pagos;moveis;4611;"<100
";<1;1;feminino div/dep/cas;nao;4.0;32;nenhum;proria;1;qualificado;1;0;0;0
24;existentes/pagos;reforma;1901;100<=X<500;1<=X<4;4;masculino solteiro;nao;4.0;29;nenhum;alugada;1;altamente qualificado/empresario;1;1;0;1
15;Critico-outros creditos;veiculo usado;3368;>=1000;>=7;3;masculino solteiro;nao;4.0;23;nenhum;alugada;2;qualificado;1;1;0;1
12;existentes/pagos;moveis;1574;"<100
";1<=X<4;4;masculino solteiro;nao;2.0;50;nenhum;proria;1;qualificado;1;0;0;1
18;todos pagos;reforma;1445;"Desconhecido
";4<=X<7;4;masculino solteiro;nao;4.0;49;banco;proria;1;nao qualificado;1;0;0;1
15;Critico-outros creditos;moveis;1520;"Desconhecido
";>=7;4;masculino solteiro;nao;4.0;63;nenhum;proria;1;qualificado;1;0;0;1
24;Critico-outros creditos;veiculo novo;3878;100<=X<500;<1;4;maculino div/dep;nao;2.0;37;nenhum;proria;1;qualificado;1;1;0;1
47;existentes/pagos;veiculo novo;10722;"<100
";<1;1;feminino div/dep/cas;nao;1.0;35;nenhum;proria;1;nao qualificado;1;1;0;1
48;existentes/pagos;veiculo usado;4788;"<100
";4<=X<7;4;masculino solteiro;nao;3.0;26;nenhum;proria;1;qualificado;2;0;0;1
48;Atrasos anteriores;outros;7582;100<=X<500;Desempregado;2;masculino solteiro;nao;4.0;31;nenhum;de graca;1;altamente qualificado/empresario;1;1;0;1
12;existentes/pagos;reforma;1092;"<100
";1<=X<4;4;feminino div/dep/cas;sim;4.0;49;nenhum;proria;2;qualificado;1;1;0;1
24;Atrasos anteriores;reforma;1024;"<100
";<1;4;masculino cas/viu;nao;4.0;48;loja;proria;1;qualificado;1;0;0;0
12;existentes/pagos;abrir negocio;1076;"<100
";1<=X<4;2;masculino cas/viu;nao;2.0;26;nenhum;proria;1;qualificado;1;1;1;1
36;existentes/pagos;veiculo usado;9398;"<100
";<1;1;masculino cas/viu;nao;4.0;28;nenhum;alugada;1;altamente qualificado/empresario;1;1;0;0
24;Critico-outros creditos;veiculo usado;6419;"<100
";>=7;2;feminino div/dep/cas;nao;4.0;44;nenhum;de graca;2;altamente qualificado/empresario;2;1;0;1
42;Critico-outros creditos;veiculo usado;4796;"<100
";>=7;4;masculino solteiro;nao;4.0;56;nenhum;de graca;1;qualificado;1;0;0;1
48;Critico-outros creditos;abrir negocio;7629;"Desconhecido
";>=7;4;maculino div/dep;nao;2.0;46;banco;proria;2;altamente qualificado/empresario;2;0;0;1
48;existentes/pagos;moveis;9960;"<100
";<1;1;feminino div/dep/cas;nao;2.0;26;nenhum;proria;1;qualificado;1;1;0;0
12;existentes/pagos;veiculo usado;4675;"Desconhecido
";<1;1;feminino div/dep/cas;nao;4.0;20;nenhum;alugada;1;qualificado;1;0;0;1
10;existentes/pagos;veiculo novo;1287;"Desconhecido
";>=7;4;masculino solteiro;co requerente;2.0;45;nenhum;proria;1;nao qualificado;1;0;1;1
18;existentes/pagos;moveis;2515;"<100
";1<=X<4;3;masculino solteiro;nao;4.0;43;nenhum;proria;1;qualificado;1;1;0;1
21;Critico-outros creditos;moveis;2745;>=1000;4<=X<7;3;masculino solteiro;nao;2.0;32;nenhum;proria;2;qualificado;1;1;0;1
6;existentes/pagos;veiculo novo;672;"<100
";Desempregado;1;feminino div/dep/cas;nao;4.0;54;nenhum;proria;1;desempregado;1;1;0;1
36;sem creditos/todos pagos;reforma;3804;"<100
";1<=X<4;4;feminino div/dep/cas;nao;1.0;42;nenhum;proria;1;qualificado;1;1;0;0
24;Critico-outros creditos;veiculo novo;1344;"Desconhecido
";4<=X<7;4;masculino solteiro;nao;2.0;37;banco;proria;2;nao qualificado;2;0;0;0
10;Critico-outros creditos;veiculo novo;1038;"<100
";4<=X<7;4;masculino solteiro;co requerente;3.0;49;nenhum;proria;2;qualificado;1;1;0;1
48;Critico-outros creditos;veiculo novo;10127;500<=X<1000;1<=X<4;2;masculino solteiro;nao;2.0;44;banco;de graca;1;qualificado;1;0;0;0
6;existentes/pagos;moveis;1543;>=1000;1<=X<4;4;maculino div/dep;nao;2.0;33;nenhum;proria;1;qualificado;1;0;0;1
30;existentes/pagos;veiculo usado;4811;"Desconhecido
";4<=X<7;2;feminino div/dep/cas;nao;4.0;24;loja;alugada;1;nao qualificado;1;0;0;1
12;existentes/pagos;reforma;727;100<=X<500;<1;4;masculino cas/viu;nao;3.0;33;nenhum;proria;1;nao qualificado;1;1;0;0
8;existentes/pagos;moveis;1237;"<100
";1<=X<4;3;feminino div/dep/cas;nao;4.0;24;nenhum;proria;1;qualificado;1;0;0;0
9;existentes/pagos;veiculo novo;276;"<100
";1<=X<4;4;masculino cas/viu;nao;4.0;22;nenhum;alugada;1;nao qualificado;1;0;0;1
48;existentes/pagos;outros;5381;"Desconhecido
";Desempregado;3;masculino solteiro;nao;4.0;40;banco;de graca;1;desempregado;1;1;0;1
24;existentes/pagos;moveis;5511;100<=X<500;1<=X<4;4;masculino solteiro;nao;1.0;25;loja;proria;1;qualificado;1;0;0;1
24;existentes/pagos;moveis;3749;"<100
";<1;2;feminino div/dep/cas;nao;4.0;26;nenhum;proria;1;qualificado;1;0;0;1
12;existentes/pagos;veiculo novo;685;"<100
";4<=X<7;2;masculino cas/viu;nao;3.0;25;banco;proria;1;nao qualificado;1;0;0;0
4;existentes/pagos;veiculo novo;1494;"Desconhecido
";<1;1;masculino solteiro;nao;2.0;29;nenhum;proria;1;nao qualificado;2;0;1;1
36;todos pagos;moveis;2746;"<100
";>=7;4;masculino solteiro;nao;4.0;31;banco;proria;1;qualificado;1;0;0;0
12;existentes/pagos;moveis;708;"<100
";1<=X<4;2;masculino solteiro;sim;3.0;38;nenhum;proria;1;nao qualificado;2;0;0;1
24;existentes/pagos;moveis;4351;"Desconhecido
";1<=X<4;1;feminino div/dep/cas;nao;4.0;48;nenhum;proria;1;nao qualificado;1;1;0;1
12;Critico-outros creditos;educacao;701;"<100
";1<=X<4;4;masculino solteiro;nao;2.0;32;nenhum;proria;2;qualificado;1;0;0;1
15;Atrasos anteriores;moveis;3643;"<100
";>=7;1;feminino div/dep/cas;nao;4.0;27;nenhum;proria;2;nao qualificado;1;0;0;1
30;Critico-outros creditos;veiculo novo;4249;"<100
";Desempregado;4;masculino cas/viu;nao;2.0;28;nenhum;proria;2;altamente qualificado/empresario;1;0;0;0
24;existentes/pagos;reforma;1938;"<100
";<1;4;maculino div/dep;nao;3.0;32;nenhum;proria;1;qualificado;1;0;0;0
24;existentes/pagos;veiculo usado;2910;"<100
";4<=X<7;2;masculino solteiro;nao;1.0;34;nenhum;de graca;1;altamente qualificado/empresario;1;1;0;1
18;existentes/pagos;moveis;2659;>=1000;1<=X<4;4;masculino solteiro;nao;2.0;28;nenhum;proria;1;qualificado;1;0;0;1
18;Critico-outros creditos;veiculo novo;1028;"<100
";1<=X<4;4;feminino div/dep/cas;nao;3.0;36;nenhum;proria;2;qualificado;1;0;0;1
8;Critico-outros creditos;veiculo novo;3398;"<100
";4<=X<7;1;masculino solteiro;nao;4.0;39;nenhum;proria;2;nao qualificado;1;0;1;1
12;Critico-outros creditos;moveis;5801;"Desconhecido
";>=7;2;masculino solteiro;nao;4.0;49;nenhum;alugada;1;qualificado;1;1;0;1
24;existentes/pagos;veiculo novo;1525;>=1000;4<=X<7;4;feminino div/dep/cas;nao;3.0;34;nenhum;proria;1;qualificado;2;1;0;1
36;existentes/pagos;reforma;4473;"<100
";>=7;4;masculino solteiro;nao;2.0;31;nenhum;proria;1;qualificado;1;0;0;1
6;existentes/pagos;reforma;1068;"<100
";>=7;4;masculino solteiro;nao;4.0;28;nenhum;proria;1;qualificado;2;0;0;1
24;Critico-outros creditos;veiculo usado;6615;"<100
";Desempregado;2;masculino solteiro;nao;4.0;75;nenhum;de graca;2;altamente qualificado/empresario;1;1;0;1
18;Critico-outros creditos;educacao;1864;100<=X<500;1<=X<4;4;feminino div/dep/cas;nao;2.0;30;nenhum;proria;2;qualificado;1;0;0;0
60;existentes/pagos;veiculo novo;7408;100<=X<500;<1;4;feminino div/dep/cas;nao;2.0;24;nenhum;proria;1;altamente qualificado/empresario;1;0;0;0
48;Critico-outros creditos;veiculo usado;11590;100<=X<500;1<=X<4;2;feminino div/dep/cas;nao;4.0;24;banco;alugada;2;nao qualificado;1;0;0;0
24;sem creditos/todos pagos;moveis;4110;"<100
";>=7;3;masculino solteiro;nao;4.0;23;banco;alugada;2;qualificado;2;0;0;0
6;Critico-outros creditos;moveis;3384;"<100
";1<=X<4;1;maculino div/dep;nao;4.0;44;nenhum;alugada;1;altamente qualificado/empresario;1;1;0;0
13;existentes/pagos;reforma;2101;"<100
";<1;2;feminino div/dep/cas;sim;4.0;23;nenhum;proria;1;nao qualificado;1;0;0;1
15;existentes/pagos;quitar divida;1275;"Desconhecido
";1<=X<4;4;feminino div/dep/cas;nao;2.0;24;nenhum;alugada;1;qualificado;1;0;0;0
24;existentes/pagos;moveis;4169;"<100
";1<=X<4;4;masculino solteiro;nao;4.0;28;nenhum;proria;1;qualificado;1;0;0;1
10;existentes/pagos;moveis;1521;"<100
";1<=X<4;4;maculino div/dep;nao;2.0;31;nenhum;proria;1;nao qualificado;1;0;0;1
24;Critico-outros creditos;educacao;5743;"<100
";<1;2;feminino div/dep/cas;nao;4.0;24;nenhum;de graca;2;qualificado;1;1;0;1
21;existentes/pagos;moveis;3599;"<100
";4<=X<7;1;feminino div/dep/cas;nao;4.0;26;nenhum;alugada;1;nao qualificado;1;0;0;1
18;existentes/pagos;reforma;3213;500<=X<1000;<1;1;masculino cas/viu;nao;3.0;25;nenhum;alugada;1;qualificado;1;0;0;1
18;existentes/pagos;abrir negocio;4439;"<100
";>=7;1;masculino solteiro;co requerente;1.0;33;banco;proria;1;altamente qualificado/empresario;1;1;0;1
10;existentes/pagos;veiculo novo;3949;"<100
";<1;1;masculino solteiro;sim;1.0;37;nenhum;proria;1;nao qualificado;2;0;0;1
15;Critico-outros creditos;reforma;1459;"<100
";1<=X<4;4;feminino div/dep/cas;nao;2.0;43;nenhum;proria;1;nao qualificado;1;0;0;1
13;Critico-outros creditos;reforma;882;"<100
";<1;4;masculino solteiro;sim;4.0;23;nenhum;proria;2;qualificado;1;0;0;1
24;existentes/pagos;reforma;3758;500<=X<1000;Desempregado;1;feminino div/dep/cas;nao;4.0;23;nenhum;alugada;1;desempregado;1;0;0;1
6;Atrasos anteriores;abrir negocio;1743;100<=X<500;1<=X<4;1;masculino solteiro;nao;2.0;34;nenhum;proria;2;nao qualificado;1;0;0;1
9;existentes/pagos;quitar divida;1236;"<100
";<1;1;feminino div/dep/cas;nao;4.0;23;nenhum;alugada;1;qualificado;1;1;0;1
9;existentes/pagos;moveis;959;"<100
";1<=X<4;1;feminino div/dep/cas;nao;2.0;29;nenhum;proria;1;qualificado;1;0;1;0
18;Critico-outros creditos;veiculo usado;3229;"Desconhecido
";Desempregado;2;masculino solteiro;nao;4.0;38;nenhum;proria;1;altamente qualificado/empresario;1;1;0;1
12;sem creditos/todos pagos;reforma;6199;"<100
";1<=X<4;4;masculino solteiro;nao;2.0;28;nenhum;alugada;2;qualificado;1;1;0;0
10;existentes/pagos;educacao;727;500<=X<1000;>=7;4;masculino solteiro;nao;4.0;46;nenhum;de graca;1;qualificado;1;1;0;1
12;Critico-outros creditos;reforma;2331;"Desconhecido
";>=7;1;masculino solteiro;co requerente;4.0;49;nenhum;proria;1;qualificado;1;1;0;1
36;Atrasos anteriores;reforma;4463;"<100
";1<=X<4;4;masculino solteiro;nao;2.0;26;nenhum;proria;2;altamente qualificado/empresario;1;1;0;0
12;existentes/pagos;reforma;776;"<100
";1<=X<4;4;masculino cas/viu;nao;2.0;28;nenhum;proria;1;qualificado;1;0;0;1
30;existentes/pagos;moveis;2406;"<100
";4<=X<7;4;feminino div/dep/cas;nao;4.0;23;nenhum;alugada;1;qualificado;1;0;0;0
18;existentes/pagos;educacao;1239;"Desconhecido
";1<=X<4;4;masculino solteiro;nao;4.0;61;nenhum;de graca;1;qualificado;1;0;0;1
12;existentes/pagos;reforma;3399;"Desconhecido
";>=7;2;masculino solteiro;nao;3.0;37;nenhum;proria;1;altamente qualificado/empresario;1;0;0;1
12;Atrasos anteriores;veiculo novo;2247;"<100
";1<=X<4;2;feminino div/dep/cas;nao;2.0;36;loja;proria;2;qualificado;1;1;0;1
6;existentes/pagos;moveis;1766;"<100
";1<=X<4;1;masculino cas/viu;nao;2.0;21;nenhum;alugada;1;qualificado;1;0;0;1
18;existentes/pagos;moveis;2473;"<100
";Desempregado;4;masculino solteiro;nao;1.0;25;nenhum;proria;1;desempregado;1;0;0;0
12;existentes/pagos;abrir negocio;1542;"<100
";4<=X<7;2;masculino solteiro;nao;4.0;36;nenhum;proria;1;qualificado;1;1;0;1
18;Critico-outros creditos;veiculo usado;3850;"<100
";4<=X<7;3;masculino solteiro;nao;1.0;27;nenhum;proria;2;qualificado;1;0;0;1
18;existentes/pagos;moveis;3650;"<100
";<1;1;feminino div/dep/cas;nao;4.0;22;nenhum;alugada;1;qualificado;1;0;0;1
36;existentes/pagos;moveis;3446;"<100
";>=7;4;masculino solteiro;nao;2.0;42;nenhum;proria;1;qualificado;2;0;0;0
18;existentes/pagos;moveis;3001;"<100
";4<=X<7;2;feminino div/dep/cas;nao;4.0;40;nenhum;alugada;1;qualificado;1;0;0;1
36;existentes/pagos;veiculo novo;3079;"Desconhecido
";1<=X<4;4;masculino solteiro;nao;4.0;36;nenhum;proria;1;qualificado;1;0;0;1
18;Critico-outros creditos;reforma;6070;"<100
";>=7;3;masculino solteiro;nao;4.0;33;nenhum;proria;2;qualificado;1;1;0;1
10;Critico-outros creditos;moveis;2146;"<100
";<1;1;feminino div/dep/cas;nao;3.0;23;nenhum;alugada;2;qualificado;1;0;0;1
60;Critico-outros creditos;veiculo novo;13756;"Desconhecido
";>=7;2;masculino solteiro;nao;4.0;63;banco;de graca;1;altamente qualificado/empresario;1;1;0;1
60;todos pagos;outros;14782;100<=X<500;>=7;3;feminino div/dep/cas;nao;4.0;60;banco;de graca;2;altamente qualificado/empresario;1;1;0;0
48;todos pagos;abrir negocio;7685;"<100
";4<=X<7;2;feminino div/dep/cas;sim;4.0;37;nenhum;alugada;1;qualificado;1;0;0;0
18;Atrasos anteriores;reforma;2320;"<100
";Desempregado;2;masculino cas/viu;nao;3.0;34;nenhum;proria;2;qualificado;1;0;0;1
7;Atrasos anteriores;reforma;846;"Desconhecido
";>=7;3;masculino solteiro;nao;4.0;36;nenhum;de graca;1;qualificado;1;0;0;1
36;existentes/pagos;veiculo novo;14318;"<100
";>=7;4;masculino solteiro;nao;2.0;57;nenhum;de graca;1;altamente qualificado/empresario;1;1;0;0
6;Critico-outros creditos;veiculo novo;362;100<=X<500;1<=X<4;4;feminino div/dep/cas;nao;4.0;52;nenhum;proria;2;nao qualificado;1;0;0;1
20;existentes/pagos;moveis;2212;"Desconhecido
";4<=X<7;4;masculino solteiro;nao;4.0;39;nenhum;proria;1;qualificado;1;1;0;1
18;existentes/pagos;veiculo usado;12976;"<100
";Desempregado;3;feminino div/dep/cas;nao;4.0;38;nenhum;de graca;1;altamente qualificado/empresario;1;1;0;0
22;existentes/pagos;veiculo novo;1283;"Desconhecido
";4<=X<7;4;feminino div/dep/cas;nao;4.0;25;nenhum;alugada;1;qualificado;1;0;0;1
12;existentes/pagos;veiculo novo;1330;"<100
";<1;4;masculino solteiro;nao;1.0;26;nenhum;proria;1;qualificado;1;0;0;1
30;Atrasos anteriores;abrir negocio;4272;100<=X<500;1<=X<4;2;masculino solteiro;nao;2.0;26;nenhum;proria;2;nao qualificado;1;0;0;1
18;Critico-outros creditos;reforma;2238;"<100
";1<=X<4;2;feminino div/dep/cas;nao;1.0;25;nenhum;proria;2;qualificado;1;0;0;1
18;existentes/pagos;reforma;1126;"Desconhecido
";<1;4;feminino div/dep/cas;nao;2.0;21;nenhum;alugada;1;qualificado;1;1;0;1
18;Critico-outros creditos;moveis;7374;"<100
";Desempregado;4;masculino solteiro;nao;4.0;40;loja;proria;2;altamente qualificado/empresario;1;1;0;1
15;Critico-outros creditos;abrir negocio;2326;500<=X<1000;1<=X<4;2;masculino solteiro;nao;4.0;27;banco;proria;1;qualificado;1;0;0;1
9;existentes/pagos;abrir negocio;1449;"<100
";4<=X<7;3;feminino div/dep/cas;nao;2.0;27;nenhum;proria;2;qualificado;1;0;0;1
18;existentes/pagos;veiculo novo;1820;"<100
";1<=X<4;2;masculino cas/viu;nao;2.0;30;nenhum;proria;1;altamente qualificado/empresario;1;1;0;1
